2026-03-30 21:48:48,936 - INFO - Loaded 4599 gGSP records from d:\Studia\Projekty\gsp-lab\results\plots\gGSP_5.0.csv
2026-03-30 21:48:49,202 - INFO - Loaded 4599 lDDT records from d:\Studia\Projekty\gsp-lab\results\lddt\finished\global_report.csv
2026-03-30 21:48:51,589 - INFO - Processing target: CR1107
2026-03-30 21:48:51,716 - INFO - 
--- Detailed data for target: CR1107 ---
2026-03-30 21:48:51,741 - INFO - 
   Model   gGSP  lDDT   RMSD  DI_all  INF_all  INF_wc  INF_nwc  INF_stacking  Clash_Score      P-value   mcq  TM-score
 ts119_1 14.526 0.515 19.059  24.457    0.779   0.818   0.0000         0.776         2.26 5.670000e-03 20.73     0.253
 ts119_2 21.176 0.532 17.468  23.858    0.732   0.751   0.0000         0.726         3.16 3.180000e-04 21.38     0.212
 ts119_3 15.301 0.508 16.578  22.589    0.734   0.741  -1.0000         0.732         3.62 4.610000e-05 19.55     0.216
 ts119_4 14.901 0.487 17.182  24.914    0.690   0.595  -1.0000         0.722         0.45 1.750000e-04 21.15     0.244
 ts119_5 20.738 0.546 16.011  21.435    0.747   0.667  -1.0000         0.772         4.07 1.190000e-05 17.21     0.388
 ts125_1 49.030 0.644  6.554   8.540    0.767   0.910  -1.0000         0.713         1.36 0.000000e+00 26.28     0.338
 ts125_2 48.785 0.645  6.537   8.606    0.760   0.910  -1.0000         0.702         0.45 0.000000e+00 26.12     0.339
 ts125_3 48.831 0.649  6.549   8.428    0.777   0.910   0.0000         0.726         0.45 0.000000e+00 26.06     0.337
 ts125_4 47.760 0.644  6.593   8.516    0.774   0.935   0.0000         0.710         0.90 0.000000e+00 24.34     0.349
 ts125_5 47.375 0.642  6.607   8.503    0.777   0.935  -1.0000         0.714         0.00 0.000000e+00 24.70     0.352
 ts128_1 28.365 0.630 15.940  21.083    0.756   0.794   0.7071         0.750        44.24 1.000000e-05 20.06     0.475
 ts128_2 27.185 0.551 17.564  23.045    0.762   0.794   0.0000         0.750       108.90 3.860000e-04 22.77     0.305
 ts128_3 76.669 0.744  5.480   7.104    0.771   0.910   0.7071         0.723        28.48 0.000000e+00 20.36     0.544
 ts128_4 22.940 0.526 19.802  29.193    0.678   0.609  -1.0000         0.701       163.28 1.700000e-02 26.68     0.263
 ts128_5 21.364 0.522 14.163  22.158    0.639   0.686  -1.0000         0.623       101.58 7.510000e-08 26.20     0.245
 ts131_1  4.744 0.311 57.158  97.671    0.585  -1.000  -1.0000         0.674        89.51 1.000000e+00 21.88     0.159
 ts131_2  4.466 0.319 51.676  83.193    0.621  -1.000  -1.0000         0.716        61.46 1.000000e+00 20.86     0.164
 ts131_3  5.062 0.334 44.810  77.434    0.579   0.000  -1.0000         0.685       102.62 1.000000e+00 21.39     0.200
 ts131_4  4.756 0.323 36.925  59.133    0.624  -1.000  -1.0000         0.730        67.78 1.000000e+00 22.14     0.182
 ts131_5  4.753 0.342 49.664  79.497    0.625   0.000  -1.0000         0.752        66.46 1.000000e+00 21.64     0.186
 ts147_1 19.667 0.534 19.997  28.103    0.712   0.738  -1.0000         0.709         3.16 2.220000e-02 20.22     0.311
 ts147_2 18.235 0.549 15.622  19.814    0.788   0.757  -1.0000         0.798         4.97 4.470000e-06 18.42     0.247
 ts147_3 19.234 0.557 18.770  24.159    0.777   0.738  -1.0000         0.790         4.07 3.540000e-03 18.34     0.262
 ts147_4 17.945 0.542 16.334  21.522    0.759   0.757  -1.0000         0.766         4.07 2.610000e-05 19.24     0.245
 ts147_5 18.683 0.554 17.676  22.283    0.793   0.738  -1.0000         0.811         1.81 4.830000e-04 18.70     0.276
 ts163_1 38.404 0.606  7.496  12.913    0.580   0.471  -1.0000         0.612        55.15 0.000000e+00 33.39     0.375
 ts227_1 20.311 0.549 16.788  20.949    0.801   0.757  -1.0000         0.815         4.97 7.410000e-05 17.93     0.268
 ts227_2 15.098 0.525 25.040  34.574    0.724   0.738  -1.0000         0.726         2.71 7.850000e-01 21.09     0.216
 ts227_3 18.214 0.555 18.507  23.971    0.772   0.738  -1.0000         0.783         1.36 2.260000e-03 17.89     0.205
 ts227_4 18.154 0.545 17.198  22.176    0.776   0.757  -1.0000         0.781         6.78 1.810000e-04 19.51     0.236
 ts227_5 19.222 0.544 17.859  22.603    0.790   0.757  -1.0000         0.801         4.97 6.890000e-04 18.40     0.270
 ts229_1 36.925 0.567  8.615  14.619    0.589   0.671  -1.0000         0.569        29.84 5.550000e-17 33.44     0.376
 ts229_2 36.925 0.567  8.615  14.619    0.589   0.671  -1.0000         0.569        29.84 5.550000e-17 33.44     0.376
 ts229_3 36.925 0.567  8.615  14.619    0.589   0.671  -1.0000         0.569        29.84 5.550000e-17 33.44     0.376
 ts229_4 36.925 0.567  8.615  14.619    0.589   0.671  -1.0000         0.569        29.84 5.550000e-17 33.44     0.376
 ts229_5 36.925 0.567  8.615  14.619    0.589   0.671  -1.0000         0.569        29.84 5.550000e-17 33.44     0.376
 ts232_1 86.315 0.738  5.323   6.305    0.844   0.935   0.7071         0.816         8.14 0.000000e+00 13.72     0.465
 ts232_2 96.006 0.756  4.631   5.644    0.821   0.935   0.7071         0.782         4.52 0.000000e+00 13.78     0.522
 ts232_3 70.700 0.755  6.225   7.565    0.823   0.917   0.7071         0.793        11.30 0.000000e+00 13.69     0.522
 ts232_4 96.993 0.749  4.493   5.444    0.825   0.917   0.7071         0.796         9.95 0.000000e+00 13.60     0.537
 ts232_5 88.406 0.747  4.940   6.097    0.810   0.917   0.7071         0.775         5.88 0.000000e+00 13.51     0.517
 ts235_1  9.204 0.467 33.200  45.583    0.728   0.596  -1.0000         0.767         3.62 1.000000e+00 23.92     0.232
 ts235_2  9.062 0.421 19.308  30.917    0.625   0.458  -1.0000         0.673        10.85 8.340000e-03 21.40     0.259
 ts235_3 16.214 0.487 19.160  27.454    0.698   0.667  -1.0000         0.714         7.23 6.640000e-03 21.65     0.255
 ts235_4 13.909 0.478 23.020  35.690    0.645   0.566   0.0000         0.673        12.21 3.700000e-01 23.37     0.224
 ts235_5 14.856 0.475 20.120  30.169    0.667   0.611  -1.0000         0.691         4.07 2.600000e-02 20.78     0.207
 ts238_1 55.517 0.661  9.414  12.146    0.775   0.756  -1.0000         0.791       139.33 1.500000e-15 21.72     0.376
 ts245_1  9.857 0.399 22.100  38.337    0.576   0.463   0.0000         0.621        14.97 2.000000e-01 25.65     0.193
 ts248_1  8.484 0.441 28.448  42.668    0.667   0.441  -1.0000         0.732        10.85 9.960000e-01 15.78     0.285
 ts248_2  8.333 0.435 32.745  47.148    0.695   0.441  -1.0000         0.768         9.95 1.000000e+00 16.16     0.280
 ts248_3  8.862 0.433 32.045  48.389    0.662   0.458  -1.0000         0.721         8.59 1.000000e+00 16.24     0.280
 ts248_4  8.260 0.432 30.491  45.409    0.671   0.441  -1.0000         0.739        11.75 1.000000e+00 16.63     0.269
 ts248_5 18.447 0.511 18.163  27.408    0.663   0.512   0.0000         0.724         9.49 1.220000e-03 17.70     0.265
 ts285_1 15.222 0.452 20.979  41.494    0.506   0.605  -1.0000         0.497         0.90 7.140000e-02 29.59     0.216
 ts285_2 13.519 0.442 22.086  40.481    0.546   0.669  -1.0000         0.529         0.45 1.980000e-01 28.67     0.207
 ts285_3 16.226 0.440 20.370  39.500    0.516   0.491   0.0000         0.547         0.00 3.560000e-02 29.28     0.211
 ts285_4 14.928 0.441 20.562  39.570    0.520   0.605   0.0000         0.516         1.36 4.480000e-02 29.53     0.204
 ts285_5 14.617 0.441 20.942  40.454    0.518   0.583   0.0000         0.508         0.90 6.870000e-02 30.69     0.222
 ts287_1 73.426 0.725  6.023   7.283    0.827   0.836  -1.0000         0.826         2.71 0.000000e+00 19.75     0.383
 ts287_2 74.158 0.717  5.879   7.250    0.811   0.836  -1.0000         0.804         0.90 0.000000e+00 21.18     0.382
 ts287_3 28.093 0.579 16.227  19.999    0.811   0.800  -1.0000         0.823         1.81 2.020000e-05 20.42     0.362
 ts287_4 74.660 0.720  5.945   7.281    0.816   0.836  -1.0000         0.811         4.97 0.000000e+00 19.51     0.381
 ts287_5 29.476 0.581 15.341  18.407    0.833   0.800  -1.0000         0.852         3.16 2.130000e-06 20.41     0.386
 ts385_1  8.308 0.390 22.113  37.806    0.585   0.309   0.0000         0.662         9.95 2.020000e-01 21.21     0.212
 ts385_2  9.885 0.396 20.998  34.486    0.609   0.412   0.0000         0.667         6.33 7.280000e-02 16.56     0.167
 ts385_3  8.160 0.358 20.222  38.701    0.523   0.000  -1.0000         0.636         9.95 2.960000e-02 21.10     0.223
 ts385_4 11.355 0.427 20.168  33.649    0.599   0.445  -1.0000         0.642         7.23 2.770000e-02 19.28     0.224
 ts385_5  7.564 0.346 22.338  42.927    0.520   0.000   0.0000         0.637         9.04 2.390000e-01 22.42     0.178
 ts416_1 78.409 0.662  5.435   6.569    0.827   0.952   0.0000         0.779         1.81 0.000000e+00 24.93     0.509
 ts416_2 80.712 0.663  4.924   6.419    0.767   0.854  -1.0000         0.736        13.57 0.000000e+00 23.73     0.516
 ts416_3 79.992 0.681  4.802   5.871    0.818   0.952   0.0000         0.765         5.88 0.000000e+00 22.17     0.514
 ts416_4 91.326 0.691  4.910   5.816    0.844   0.977   0.0000         0.801         3.16 0.000000e+00 21.83     0.535
 ts416_5 50.779 0.649  6.592   8.698    0.758   0.851  -1.0000         0.723         4.07 0.000000e+00 24.79     0.340
 ts434_1 14.199 0.529 24.108  30.833    0.782   0.800  -1.0000         0.783         5.42 6.080000e-01 20.36     0.230
 ts434_2 15.349 0.536 24.644  32.624    0.755   0.738  -1.0000         0.761         2.71 7.160000e-01 20.46     0.225
 ts434_3 19.095 0.549 17.767  23.894    0.744   0.701   0.0000         0.759         5.88 5.770000e-04 19.27     0.309
 ts434_4 15.016 0.524 24.609  32.158    0.765   0.800  -1.0000         0.761         4.52 7.090000e-01 20.57     0.228
 ts434_5 15.146 0.540 22.943  29.221    0.785   0.757  -1.0000         0.794         5.88 3.540000e-01 20.27     0.236
 ts439_1 19.791 0.517 14.638  20.475    0.715   0.630  -1.0000         0.741         3.16 3.050000e-07 21.34     0.294
 ts439_2 19.074 0.515 17.822  23.135    0.770   0.787  -1.0000         0.768         7.69 6.420000e-04 24.32     0.274
 ts439_3 19.887 0.514 15.653  21.583    0.725   0.640  -1.0000         0.751         6.78 4.840000e-06 23.53     0.251
 ts439_4 10.735 0.421 25.435  37.307    0.682   0.535   0.0000         0.731        20.80 8.440000e-01 22.49     0.166
 ts439_5 11.806 0.421 22.096  32.741    0.675   0.436   0.0000         0.753         4.52 1.990000e-01 21.15     0.228
 ts470_1 80.521 0.658  5.232   7.411    0.706   0.843  -1.0000         0.656       106.00 0.000000e+00 24.28     0.507
 ts470_2 81.904 0.646  5.251   7.239    0.725   0.857  -1.0000         0.679        97.15 0.000000e+00 21.13     0.498
 ts470_3 78.793 0.646  5.629   6.957    0.809   0.896  -1.0000         0.778        96.61 0.000000e+00 20.98     0.465
 ts470_4 83.843 0.659  4.953   6.561    0.755   0.811  -1.0000         0.736        80.74 0.000000e+00 22.12     0.525
 ts470_5 25.113 0.599  9.351  12.518    0.747   0.751   0.0000         0.746       166.82 1.110000e-15 24.99     0.365
 ts489_1 80.521 0.658  5.232   7.411    0.706   0.843  -1.0000         0.656       106.00 0.000000e+00 24.28     0.507
 ts489_2 81.904 0.646  5.251   7.239    0.725   0.857  -1.0000         0.679        97.15 0.000000e+00 21.13     0.498
 ts489_3 78.793 0.646  5.629   6.957    0.809   0.896  -1.0000         0.778        96.61 0.000000e+00 20.98     0.465
 ts489_4 83.843 0.659  4.953   6.561    0.755   0.811  -1.0000         0.736        80.74 0.000000e+00 22.12     0.525
 ts489_5 25.113 0.599  9.351  12.518    0.747   0.751   0.0000         0.746       166.82 1.110000e-15 24.99     0.365
tsr01_10 29.234 0.583 15.781  19.310    0.817   0.800  -1.0000         0.831         0.00 6.700000e-06 20.36     0.384
 tsr01_1 71.565 0.727  6.127   7.607    0.806   0.804  -1.0000         0.807         0.00 0.000000e+00 20.22     0.391
 tsr01_2 72.437 0.719  5.981   7.232    0.827   0.836  -1.0000         0.826         0.00 0.000000e+00 20.05     0.372
 tsr01_3 28.335 0.577 16.830  20.955    0.803   0.778  -1.0000         0.812         0.00 8.150000e-05 20.27     0.382
 tsr01_4 74.288 0.728  6.014   7.320    0.822   0.836  -1.0000         0.818         0.00 0.000000e+00 20.01     0.380
 tsr01_5 74.536 0.722  5.871   7.263    0.808   0.818  -1.0000         0.807         0.00 0.000000e+00 19.13     0.382
 tsr01_6 28.069 0.581 16.222  20.198    0.803   0.800  -1.0000         0.812         0.00 1.990000e-05 20.14     0.362
 tsr01_7 74.742 0.722  5.937   7.345    0.808   0.818  -1.0000         0.807         0.00 0.000000e+00 19.50     0.382
 tsr01_8 29.518 0.580 14.865  18.426    0.807   0.800  -1.0000         0.817         0.00 5.810000e-07 19.48     0.373
 tsr01_9 74.161 0.725  6.019   7.472    0.806   0.836  -1.0000         0.796         0.00 0.000000e+00 19.68     0.386
tsr02_10  6.538 0.332 24.390  50.081    0.487   0.000  -1.0000         0.680       141.63 6.660000e-01 23.89     0.275
 tsr02_1  4.841 0.297 29.904  59.720    0.501   0.000   0.0000         0.700        23.51 1.000000e+00 25.26     0.231
 tsr02_2  6.451 0.336 24.426  52.030    0.469   0.000  -1.0000         0.650        14.47 6.730000e-01 21.62     0.274
 tsr02_3  5.077 0.338 28.942  57.101    0.507   0.000  -1.0000         0.679         4.52 9.990000e-01 20.91     0.267
 tsr02_4  5.171 0.331 28.925  56.609    0.511   0.000  -1.0000         0.693       100.59 9.980000e-01 21.69     0.258
 tsr02_5  9.264 0.416 21.798  37.365    0.583   0.369  -1.0000         0.661       153.71 1.560000e-01 19.69     0.209
 tsr02_6 10.254 0.396 19.746  35.687    0.553   0.300   0.0000         0.650        71.56 1.580000e-02 22.59     0.236
 tsr02_7  4.841 0.294 29.882  62.635    0.477   0.000   0.0000         0.668       137.81 1.000000e+00 25.81     0.229
 tsr02_8 32.598 0.621 11.323  14.626    0.774   0.930   0.0000         0.721       111.21 4.250000e-12 22.90     0.294
 tsr02_9  9.370 0.382 25.825  48.436    0.533   0.201  -1.0000         0.655       135.36 8.900000e-01 23.55     0.264
 tsr03_1 16.732 0.492 19.168  29.179    0.657   0.819  -1.0000         0.603         1.81 6.720000e-03 23.24     0.218
 tsr03_2 16.296 0.489 20.575  29.899    0.688   0.756  -1.0000         0.666         1.81 4.560000e-02 23.31     0.220
 tsr03_3 16.341 0.494 20.639  30.714    0.672   0.784  -1.0000         0.634         0.90 4.900000e-02 23.86     0.211
 tsr03_4 16.426 0.496 19.967  30.005    0.665   0.756  -1.0000         0.643         2.71 2.130000e-02 22.62     0.223
 tsr03_5 16.254 0.508 21.524  30.559    0.704   0.743  -1.0000         0.691        76.64 1.220000e-01 22.99     0.215
 tsr04_1 28.365 0.630 15.940  21.083    0.756   0.794   0.7071         0.750        44.24 1.000000e-05 20.06     0.475
 tsr04_2 27.185 0.551 17.564  23.045    0.762   0.794   0.0000         0.750       108.90 3.860000e-04 22.77     0.305
 tsr04_3 76.669 0.744  5.480   7.104    0.771   0.910   0.7071         0.723        28.48 0.000000e+00 20.36     0.544
 tsr04_4 22.940 0.526 19.802  29.193    0.678   0.609  -1.0000         0.701       163.28 1.700000e-02 26.68     0.263
 tsr04_5 21.364 0.522 14.163  22.158    0.639   0.686  -1.0000         0.623       101.58 7.510000e-08 26.20     0.245
 tsr05_1 18.532 0.473 17.665  29.727    0.594   0.611  -1.0000         0.590         4.07 4.720000e-04 23.08     0.244
 tsr05_2 15.597 0.440 19.575  34.458    0.568   0.667  -1.0000         0.532         9.49 1.240000e-02 23.36     0.226
 tsr05_3 15.252 0.439 15.999  26.434    0.605   0.629  -1.0000         0.599         6.33 1.160000e-05 24.45     0.219
 tsr05_4 15.652 0.438 18.515  30.126    0.615   0.629  -1.0000         0.615         7.69 2.300000e-03 25.65     0.191
 tsr06_1 46.071 0.660  8.372  10.410    0.804   0.977   0.0000         0.742       114.43 0.000000e+00 24.14     0.379
 tsr06_2 49.932 0.640  8.038  10.344    0.777   0.935   0.0000         0.728       150.75 0.000000e+00 22.10     0.356
 tsr06_3 46.356 0.646  9.121  11.790    0.774   0.854  -1.0000         0.752       100.05 3.890000e-16 22.17     0.284
 tsr06_4 74.709 0.664  6.778   8.093    0.837   0.885  -1.0000         0.822        73.17 0.000000e+00 23.03     0.427
 tsr06_5 42.335 0.627  7.475   9.658    0.774   0.905   0.0000         0.738        89.47 0.000000e+00 24.11     0.359
 tsr07_1 22.447 0.524 18.874  26.781    0.705   0.791  -1.0000         0.674        11.75 4.210000e-03 23.15     0.261
 tsr07_2 21.703 0.528 20.869  26.626    0.784   0.791  -1.0000         0.781        11.30 6.340000e-02 19.87     0.283
 tsr07_3 21.539 0.504 18.319  24.698    0.742   0.825  -1.0000         0.713         9.49 1.620000e-03 21.35     0.275
 tsr07_4 21.122 0.511 19.060  26.345    0.723   0.791  -1.0000         0.700        12.21 5.680000e-03 20.41     0.255
 tsr07_5 21.210 0.529 20.181  26.036    0.775   0.791  -1.0000         0.770         9.95 2.820000e-02 19.66     0.241
 tsr08_1 23.630 0.565 13.198  17.127    0.771   0.825  -1.0000         0.761         0.00 3.560000e-09 22.71     0.329
 tsr08_2 27.013 0.567 12.442  16.146    0.771   0.791  -1.0000         0.772         0.00 2.680000e-10 20.28     0.339
 tsr08_3 30.725 0.577 12.098  15.830    0.764   0.825  -1.0000         0.752         0.00 7.800000e-11 19.05     0.354
 tsr08_4 37.158 0.521  7.918  11.299    0.701   0.800  -1.0000         0.674         0.00 0.000000e+00 29.86     0.345
2026-03-30 21:48:51,958 - INFO - Total models with gGSP: 163
2026-03-30 21:48:51,958 - INFO - Metric lDDT: available for 163/163 models
2026-03-30 21:48:51,958 - INFO - Metric RMSD: available for 163/163 models
2026-03-30 21:48:51,958 - INFO - Metric DI_all: available for 163/163 models
2026-03-30 21:48:51,959 - INFO - Metric INF_all: available for 163/163 models
2026-03-30 21:48:51,959 - INFO - Metric INF_wc: available for 163/163 models
2026-03-30 21:48:51,959 - INFO - Metric INF_nwc: available for 163/163 models
2026-03-30 21:48:51,959 - INFO - Metric INF_stacking: available for 163/163 models
2026-03-30 21:48:51,959 - INFO - Metric Clash_Score: available for 163/163 models
2026-03-30 21:48:51,959 - INFO - Metric P-value: available for 163/163 models
2026-03-30 21:48:51,959 - INFO - Metric mcq: available for 163/163 models
2026-03-30 21:48:51,959 - INFO - Metric TM-score: available for 163/163 models
2026-03-30 21:48:51,966 - INFO - Clash_Score: Pearson=-0.075, Spearman=0.033, Kendall=0.032 (n=163)
2026-03-30 21:48:51,969 - INFO - DI_all: Pearson=0.371, Spearman=0.968, Kendall=0.856 (n=163)
2026-03-30 21:48:51,971 - INFO - INF_all: Pearson=0.562, Spearman=0.727, Kendall=0.545 (n=163)
2026-03-30 21:48:51,973 - INFO - INF_nwc: Pearson=0.221, Spearman=0.150, Kendall=0.120 (n=163)
2026-03-30 21:48:51,975 - INFO - INF_stacking: Pearson=0.386, Spearman=0.462, Kendall=0.311 (n=163)
2026-03-30 21:48:51,977 - INFO - INF_wc: Pearson=0.544, Spearman=0.876, Kendall=0.713 (n=163)
2026-03-30 21:48:51,979 - INFO - mcq: Pearson=0.199, Spearman=0.088, Kendall=0.064 (n=163)
2026-03-30 21:48:51,982 - INFO - P-value: Pearson=0.497, Spearman=0.946, Kendall=0.806 (n=163)
